"Company_name","Company_activity","Company_url","Company_url_url","Company_geography","Company_employees","Company_AIuse","Company_min","Company_logo","Company_logo_url"
"Cobuild Lab Inc","Custom Software, Artificial Intelligence and IOT","Visit Website","https://cobuildlab.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory","Miami, FL","10 - 49","25% Artificial Intelligence","$50,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/cobuildlab229x98_0.png","https://clutch.co/profile/cobuild-lab"
"NeenOpal Inc.","The Hub Of Data Science Innovation","Visit Website","https://www.neenopal.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory","New York, NY","10 - 49","20% Artificial Intelligence","$10,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/logo_twitter_1.png","https://clutch.co/profile/neenopal"
"Blackburn Labs","Innovate - Architect - Build","Visit Website","https://blackburnlabs.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory","Providence, RI","2 - 9","15% Artificial Intelligence","$10,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/blackburn-labs-logo_1.png","https://clutch.co/profile/blackburn-labs"
"Indicium","Data for smart decisions","Visit Website","http://www.indicium.tech/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory","Florianópolis, Brazil","50 - 249","20% Artificial Intelligence","$5,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/29d0273a3d31865fd8ac75dbf3cc67b5.png","https://clutch.co/profile/indicium"
"ONE12th","Make It Count, For Once, And For All.","Visit Website","https://one12th.io/?utm_source=clutch.co&utm_medium=referral","Aventura, FL","2 - 9","15% Artificial Intelligence","$1,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/855dbc5244f4cd9b8a9a350e89f8511e.jpg","https://clutch.co/profile/one12th"
"Wi4","Can your product improves quality of life?","Visit Website","https://www.wi4.org/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory","Fayetteville, GA","2 - 9","20% Artificial Intelligence","$10,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/3b4e3dd54d2c2e8862765ef00c831676.png","https://clutch.co/profile/wi4"
"Dualboot Partners","We Build Great Software","Visit Website","https://dualbootpartners.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory","Charlotte, NC","50 - 249","10% Artificial Intelligence","$75,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/7fd4792aa22a3f5371565b60975c4ff9_0.png","https://clutch.co/profile/dualboot-partners"
"Fintelics Technology Inc.","Bridging the gap between industry and technology","Visit Website","https://www.fintelics.com/","Toronto, Canada","10 - 49","20% Artificial Intelligence","$25,000+","https://clutch.co/developers/artificial-intelligence?page=1","https://clutch.co/profile/fintelics-technology"
"ENO8","Propelling Digital Innovation","Visit Website","http://www.eno8.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory","Plano, TX","2 - 9","10% Artificial Intelligence","$25,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/eno8.png","https://clutch.co/profile/eno8"
"Twenty Ideas","Healthier Tech for Healthier Humans","Visit Website","https://twentyideas.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory","Eugene, OR","10 - 49","10% Artificial Intelligence","$50,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/a15c8d50ae9c196c5544c7fa9c282c53.png","https://clutch.co/profile/twenty-ideas"
"FusionHit","Premier Nearshore Software Development","Visit Website","https://www.fusionhit.com/?utm_source=clutch.co&utm_medium=referral","Heredia, Costa Rica","50 - 249","10% Artificial Intelligence","$10,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/b641c256ea40a7fd4eed4317b97eb6a0_0.png","https://clutch.co/profile/fusionhit"
"Adoriasoft","ENGINEERS WITH A PRIMARY FOCUS ON DLT & BLOCKCHAIN","Visit Website","https://adoriasoft.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory","Las Vegas, NV","10 - 49","10% Artificial Intelligence","$5,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/301c1b8e3d56ef120d2acaa7f68863a0.jpeg","https://clutch.co/profile/adoriasoft"
"Reckonsys","Delivering Delightful Digital transformations...","Visit Website","http://www.reckonsys.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory","Bengaluru, India","50 - 249","10% Artificial Intelligence","$5,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/rec_1.jpg","https://clutch.co/profile/reckonsys"
"Flynaut LLC","Your Digital Partner.","Visit Website","http://www.flynaut.com/?utm_source=clutch.co&utm_medium=referral","Charlotte, NC","10 - 49","10% Artificial Intelligence","$10,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/logo_104.jpg","https://clutch.co/profile/flynaut"
"OrangeLoops","Your trusted software development partner.","Visit Website","http://orangeloops.com/?utm_source=clutch.co&utm_medium=referral","Boston, MA","10 - 49","10% Artificial Intelligence","$5,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/screen_shot_2019-04-09_at_3.27.28_pm.png","https://clutch.co/profile/orangeloops"
"CodiLime","Strategic partner for technology-driven companies","Visit Website","http://codilime.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory","Warszawa, Poland","250 - 999","10% Artificial Intelligence","$50,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/185c56ae1f218e94d6d1e89984298281.png","https://clutch.co/profile/codilime"
"SPEC INDIA","Enterprise Software, Mobility & BI Solutions","Visit Website","http://www.spec-india.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory","Ahmedabad, India","250 - 999","10% Artificial Intelligence","$5,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/logo_371.png","https://clutch.co/profile/spec-india"
"XenonStack","Cloud Native Transformation and Decision Analytics","Visit Website","https://www.xenonstack.com/?utm_source=clutch&utm_medium=referral&utm_campaign=artificial-intelligence","Sahibzada Ajit Singh Nagar, India","50 - 249","15% Artificial Intelligence","$25,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/xenon-stack_2.png","https://clutch.co/profile/xenonstack"
"Stepwise","Scale up your product! Step up your business!","Visit Website","https://www.stepwise.pl/?utm_source=clutch.co&utm_medium=referral","Warszawa, Poland","10 - 49","10% Artificial Intelligence","$100,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/stepwise_clutch_avatar.png","https://clutch.co/profile/stepwise"
"Sciant","Unlocking the potential of your technology","Visit Website","http://www.sciant.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory","Sofia, Bulgaria","50 - 249","10% Artificial Intelligence","$10,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/c62823dc32f134e0156ea3076281437d.png","https://clutch.co/profile/sciant"
"Design Ocean","Transform Your Brand","Visit Website","https://designocean.us/","Palo Alto, CA","2 - 9","15% Artificial Intelligence","$5,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/055f5870aa9be1eeab919765c7dfd337_0.png","https://clutch.co/profile/design-ocean"
"u2i","Building businesses is hard","Visit Website","https://www.u2i.com/clutch/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory","Kraków, Poland","50 - 249","10% Artificial Intelligence","$10,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/logo__1.png","https://clutch.co/profile/u2i"
"GO ONLINE","GO ONLINE – Lets go online with your project!","Visit Website","https://www.goonline.io/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory","Warszawa, Poland","10 - 49","10% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/1bb87093d97bf07e82c8b2874b724ea2.jpg","https://clutch.co/profile/go-online"
"Relevant Bits","We want to build something great with you.","Visit Website","https://relevantbits.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory","Hamilton, Canada","2 - 9","10% Artificial Intelligence","$100,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/29aed44a928ddbed553c1e399be0571d.png","https://clutch.co/profile/relevant-bits"
"Workin Geeks","Moblie Apps with business & high-tech experience","Visit Website","https://workingeeks.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory","Moskva, Russia","10 - 49","10% Artificial Intelligence","$25,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/95a8ca39234bb0b54ec3f46bf86cea32.png","https://clutch.co/profile/workin-geeks"
"N7 Mobile","Google Developers Agency & IBM Business Partner","Visit Website","https://n7mobile.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory","Warszawa, Poland","10 - 49","10% Artificial Intelligence","$10,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/logo_778.png","https://clutch.co/profile/n7-mobile"
"Levels.Digital","We don't just do projects, we build businesses","Visit Website","https://levels.digital/","London, United Kingdom","10 - 49","10% Artificial Intelligence","$10,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/c767e9271fb55e7c6e8dd34d618e0bac.jpeg","https://clutch.co/profile/levelsdigital"
"DeepInspire","Fintech Expert :: Custom Software Development","Visit Website","http://deepinspire.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory","L'viv, Ukraine","10 - 49","10% Artificial Intelligence","$10,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/fcfe7507b84249d4e3c335337f42cc3e.png","https://clutch.co/profile/deepinspire"
"Wealize","Crafting digital products with real-world impact","Visit Website","https://wealize.digital/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory","Córdoba, Spain","10 - 49","20% Artificial Intelligence","$25,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/fa67647e9b2bc1ce87c11ee1e1c96adf.png","https://clutch.co/profile/wealize"
"Looming Tech","Developing your disruptive product ideas","Visit Website","https://www.looming.tech/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory","London, United Kingdom","10 - 49","10% Artificial Intelligence","$1,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/2c19c7c267e90f695337dff65dc254e0.png","https://clutch.co/profile/looming-tech"
"Devopsbay","We create robust IT solutions and software","Visit Website","https://devopsbay.io/","Sopot, Poland","10 - 49","10% Artificial Intelligence","$10,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/a3b857ba351eee5cb3f4faf5ba0dc19f.jpg","https://clutch.co/profile/devopsbay"
"Equinox IS","Pioneering the future with software.","Visit Website","https://www.equinox.is/?utm_source=clutch.co&utm_medium=referral&utm_campaign","London, United Kingdom","10 - 49","20% Artificial Intelligence","$10,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/2ffc6d9a38fcc2a451a563b0efac2373.png","https://clutch.co/profile/equinox"
"Steadfast Media","Tech expertise by successful startup founders.","Visit Website","http://www.steadfastmedia.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory","Nashville, TN","2 - 9","10% Artificial Intelligence","$5,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/9fc72c6bdea2366c100315d043cf6afc_0.png","https://clutch.co/profile/steadfast-media"
"Acropolis Infotech (P) Limited","An Award-Winning App/Software Development Company","Visit Website","https://www.acropolisinfotech.com/?utm_source=clutch.co&utm_medium=referral","Syracuse, NY","50 - 249","10% Artificial Intelligence","$10,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/3fbf212d9df9558e54c4fbf871ee6bb3.png","https://clutch.co/profile/acropolis-infotech-p"
"Master of Code Global","AI-Powered Conversational Solutions","Visit Website","https://masterofcode.com/?utm_source=clutch.co&utm_medium=paid&utm_campaign=artificial-intelligence","Redwood City, CA","50 - 249","50% Artificial Intelligence","$25,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/profile-square_0.png","https://clutch.co/profile/master-code-global"
"ThirdEye Data","Transforming Enterprises with AI Applications","Visit Website","https://thirdeyedata.io/?utm_source=clutch.co&utm_medium=referral&utm_campaign=developers-artificial-intelligence","San Jose, CA","50 - 249","60% Artificial Intelligence","$25,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/logo-thirdeye-white_bg.gif","https://clutch.co/profile/thirdeye-data"
"Postindustria","Product development done right","Visit Website","https://postindustria.com/","Los Angeles, CA","50 - 249","75% Artificial Intelligence","$25,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/pi-logo-mini.png","https://clutch.co/profile/postindustria"
"Businessware Technologies","Innovating Business With Machine Learning","Visit Website","https://www.businesswaretech.com/?utm_source=clutch.co&utm_medium=referral","League City, TX","50 - 249","80% Artificial Intelligence","$10,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/logo_bwt_name.png","https://clutch.co/profile/businessware-technologies"
"Develandoo","The Leading AI Company in Armenia","Visit Website","http://www.develandoo.com/","Yerevan, Armenia","50 - 249","50% Artificial Intelligence","$25,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/logo_2017aa.png","https://clutch.co/profile/develandoo"
"Quantum","Deep learning. Computer Vision, EdgeAI solutions","Visit Website","https://quantumobile.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=developers-artificial-intelligence","Kharkiv, Ukraine","50 - 249","70% Artificial Intelligence","$25,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/quantum-logo-black_-_cube_0.png","https://clutch.co/profile/quantum"
"Azilen Technologies","Your Product Development Partner","Visit Website","https://www.azilen.com/services/artificial-intelligence/?utm_source=clutch.co&utm_medium=referral&utm_campaign=developers-artificial-intelligence","West Bloomfield, MI","50 - 249","50% Artificial Intelligence","$25,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/logo_47.jpg","https://clutch.co/profile/azilen-technologies"
